address,entity_type,typical_volume,reputation_score
1BTC00107b,NORMAL_USER,1.0,90
1BTC00108a,NORMAL_USER,1.0,90
1BTC00109c,NORMAL_USER,1.0,90
1BTC00110x,NORMAL_USER,1.0,90
1BTC00111c,NORMAL_USER,1.0,90
1BTC00112a,NORMAL_USER,1.0,90
1BTC00113b,NORMAL_USER,1.0,90
1BTC00114y,NORMAL_USER,1.0,90
1BTC00115z,NORMAL_USER,1.0,90
1BTC00116c,NORMAL_USER,1.0,90
1BTC00117b,NORMAL_USER,1.0,90
1BTC00118z,NORMAL_USER,1.0,90
1BTC00119x,NORMAL_USER,1.0,90
1BTC00120x,NORMAL_USER,1.0,90
1BTC00121z,NORMAL_USER,1.0,90
1BTC00122x,NORMAL_USER,1.0,90
1BTC00123b,NORMAL_USER,1.0,90
1BTC00124c,NORMAL_USER,1.0,90
1BTC00125b,NORMAL_USER,1.0,90
1BTC00126b,NORMAL_USER,1.0,90
1BTC00127z,NORMAL_USER,1.0,90
1BTC00128y,NORMAL_USER,1.0,90
1BTC00129y,NORMAL_USER,1.0,90
1BTC00130c,NORMAL_USER,1.0,90
1BTC00131z,NORMAL_USER,1.0,90
1BTC00132y,NORMAL_USER,1.0,90
1BTC00133x,NORMAL_USER,1.0,90
1BTC00134y,NORMAL_USER,1.0,90
1BTC00135x,NORMAL_USER,1.0,90
1BTC00136c,NORMAL_USER,1.0,90
1BTC00137b,NORMAL_USER,1.0,90
1BTC00138b,NORMAL_USER,1.0,90
1BTC00139y,NORMAL_USER,1.0,90
1BTC00140x,NORMAL_USER,1.0,90
1BTC00141a,NORMAL_USER,1.0,90
1BTC00142a,NORMAL_USER,1.0,90
1BTC00143a,NORMAL_USER,1.0,90
1BTC00144b,NORMAL_USER,1.0,90
1BTC00145z,NORMAL_USER,1.0,90
1BTC00146b,NORMAL_USER,1.0,90
1BTC00147z,NORMAL_USER,1.0,90
1BTC00148x,NORMAL_USER,1.0,90
1BTC00149y,NORMAL_USER,1.0,90
1BTC00150a,NORMAL_USER,1.0,90
1BTC00151x,NORMAL_USER,1.0,90
1BTC00152x,NORMAL_USER,1.0,90
1BTC00153y,NORMAL_USER,1.0,90
1BTC00154x,NORMAL_USER,1.0,90
1BTC00155y,NORMAL_USER,1.0,90
1BTC00156c,NORMAL_USER,1.0,90
1BTC00157y,NORMAL_USER,1.0,90
1BTC00158a,NORMAL_USER,1.0,90
1BTC00159z,NORMAL_USER,1.0,90
1BTC00160z,NORMAL_USER,1.0,90
1BTC00161a,NORMAL_USER,1.0,90
1BTC00162z,NORMAL_USER,1.0,90
1BTC00163y,NORMAL_USER,1.0,90
1BTC00164c,NORMAL_USER,1.0,90
1BTC00165z,NORMAL_USER,1.0,90
1BTC00166c,NORMAL_USER,1.0,90
1BTC00167a,NORMAL_USER,1.0,90
1BTC00168c,NORMAL_USER,1.0,90
1BTC00169x,NORMAL_USER,1.0,90
1BTC00170b,NORMAL_USER,1.0,90
1BTC00171x,NORMAL_USER,1.0,90
1BTC00172a,NORMAL_USER,1.0,90
1BTC00173z,NORMAL_USER,1.0,90
1BTC00174z,NORMAL_USER,1.0,90
1BTC00175c,NORMAL_USER,1.0,90
1BTC00176y,NORMAL_USER,1.0,90
1BTC00177b,NORMAL_USER,1.0,90
1BTC00178y,NORMAL_USER,1.0,90
1BTC00179a,NORMAL_USER,1.0,90
1BTC00180z,NORMAL_USER,1.0,90
1BTC00181c,NORMAL_USER,1.0,90
1BTC00182z,NORMAL_USER,1.0,90
1BTC00183y,NORMAL_USER,1.0,90
1BTC00184y,NORMAL_USER,1.0,90
1BTC00185b,NORMAL_USER,1.0,90
1BTC00186b,NORMAL_USER,1.0,90
1BTC00187c,NORMAL_USER,1.0,90
1BTC00188b,NORMAL_USER,1.0,90
1BTC00189y,NORMAL_USER,1.0,90
1BTC00190y,NORMAL_USER,1.0,90
1BTC00191a,NORMAL_USER,1.0,90
1BTC00192y,NORMAL_USER,1.0,90
1BTC00193c,NORMAL_USER,1.0,90
1BTC00194x,NORMAL_USER,1.0,90
1BTC00195a,NORMAL_USER,1.0,90
1BTC00196a,NORMAL_USER,1.0,90
1BTC00197c,NORMAL_USER,1.0,90
1BTC00198c,NORMAL_USER,1.0,90
1BTC00199b,NORMAL_USER,1.0,90
1BTC00200a,NORMAL_USER,1.0,90
1BTC00201b,NORMAL_USER,1.0,90
1BTC00202y,NORMAL_USER,1.0,90
1BTC00203a,NORMAL_USER,1.0,90
1BTC00204a,NORMAL_USER,1.0,90
1BTC00205z,NORMAL_USER,1.0,90
1BTC00206x,NORMAL_USER,1.0,90
1BTC00207a,NORMAL_USER,1.0,90
1BTC00208y,NORMAL_USER,1.0,90
1BTC00209b,NORMAL_USER,1.0,90
1BTC00210b,NORMAL_USER,1.0,90
1BTC00211z,NORMAL_USER,1.0,90
1BTC00212x,NORMAL_USER,1.0,90
1BTC00213y,NORMAL_USER,1.0,90
1BTC00214b,NORMAL_USER,1.0,90
1BTC00215c,NORMAL_USER,1.0,90
1BTC00216y,NORMAL_USER,1.0,90
1BTC00217y,NORMAL_USER,1.0,90
1BTC00218x,NORMAL_USER,1.0,90
1BTC00219b,NORMAL_USER,1.0,90
1BTC00220y,NORMAL_USER,1.0,90
1BTC00221z,NORMAL_USER,1.0,90
1BTC00222z,NORMAL_USER,1.0,90
1BTC00223b,NORMAL_USER,1.0,90
1BTC00224z,NORMAL_USER,1.0,90
1BTC00225c,NORMAL_USER,1.0,90
1BTC00226x,NORMAL_USER,1.0,90
1BTC00227z,NORMAL_USER,1.0,90
1BTC00228z,NORMAL_USER,1.0,90
1BTC00229c,NORMAL_USER,1.0,90
1BTC00230x,NORMAL_USER,1.0,90
1BTC00231y,NORMAL_USER,1.0,90
1BTC00232x,NORMAL_USER,1.0,90
1BTC00233a,NORMAL_USER,1.0,90
1BTC00234b,NORMAL_USER,1.0,90
1BTC00235b,NORMAL_USER,1.0,90
1BTC00236a,NORMAL_USER,1.0,90
1BTC00237c,NORMAL_USER,1.0,90
1BTC00238a,NORMAL_USER,1.0,90
1BTC00239y,NORMAL_USER,1.0,90
1BTC00240y,NORMAL_USER,1.0,90
1BTC00241b,NORMAL_USER,1.0,90
1BTC00242y,NORMAL_USER,1.0,90
1BTC00243b,NORMAL_USER,1.0,90
1BTC00244a,NORMAL_USER,1.0,90
1BTC00245a,NORMAL_USER,1.0,90
1BTC00246z,NORMAL_USER,1.0,90
1BTC00247z,NORMAL_USER,1.0,90
1BTC00248a,NORMAL_USER,1.0,90
1BTC00249b,NORMAL_USER,1.0,90
1BTC00250a,NORMAL_USER,1.0,90
1BTC00251a,NORMAL_USER,1.0,90
1BTC00252c,NORMAL_USER,1.0,90
1BTC00253a,NORMAL_USER,1.0,90
1BTC00254y,NORMAL_USER,1.0,90
1BTC00255b,NORMAL_USER,1.0,90
1BTC00256c,NORMAL_USER,1.0,90
1BTC00257z,NORMAL_USER,1.0,90
1BTC00258x,NORMAL_USER,1.0,90
1BTC00259b,NORMAL_USER,1.0,90
1BTC00260y,NORMAL_USER,1.0,90
1BTC00261b,NORMAL_USER,1.0,90
1BTC00262z,NORMAL_USER,1.0,90
1BTC00263y,NORMAL_USER,1.0,90
1BTC00264y,NORMAL_USER,1.0,90
1BTC00265x,NORMAL_USER,1.0,90
1BTC00266b,NORMAL_USER,1.0,90
1BTC00267x,NORMAL_USER,1.0,90
1BTC00268x,NORMAL_USER,1.0,90
1BTC00269b,NORMAL_USER,1.0,90
1BTC00270a,NORMAL_USER,1.0,90
1BTC00271a,NORMAL_USER,1.0,90
1BTC00272z,NORMAL_USER,1.0,90
1BTC00273x,NORMAL_USER,1.0,90
1BTC00274c,NORMAL_USER,1.0,90
1BTC00275x,NORMAL_USER,1.0,90
1BTC00276x,NORMAL_USER,1.0,90
1BTC00277x,NORMAL_USER,1.0,90
1BTC00278z,NORMAL_USER,1.0,90
1BTC00279a,NORMAL_USER,1.0,90
1BTC00280z,NORMAL_USER,1.0,90
1BTC00281z,NORMAL_USER,1.0,90
1BTC00282z,NORMAL_USER,1.0,90
1BTC00283a,NORMAL_USER,1.0,90
1BTC00284a,NORMAL_USER,1.0,90
1BTC00285x,NORMAL_USER,1.0,90
1BTC00286z,NORMAL_USER,1.0,90
1BTC00287c,NORMAL_USER,1.0,90
1BTC00288a,NORMAL_USER,1.0,90
1BTC00289b,NORMAL_USER,1.0,90
1BTC00290b,NORMAL_USER,1.0,90
1BTC00291b,NORMAL_USER,1.0,90
1BTC00292y,NORMAL_USER,1.0,90
1BTC00293x,NORMAL_USER,1.0,90
1BTC00294b,NORMAL_USER,1.0,90
1BTC00295x,NORMAL_USER,1.0,90
1BTC00296b,NORMAL_USER,1.0,90
1BTC00297c,NORMAL_USER,1.0,90
1BTC00298x,NORMAL_USER,1.0,90
1BTC00299b,NORMAL_USER,1.0,90
1BTC00300a,NORMAL_USER,1.0,90
1BTC00301x,NORMAL_USER,1.0,90
1BTC00302y,NORMAL_USER,1.0,90
1BTC00303a,NORMAL_USER,1.0,90
1BTC00304a,NORMAL_USER,1.0,90
1BTC00305z,NORMAL_USER,1.0,90
1BTC00306y,NORMAL_USER,1.0,90
1BTC00307a,NORMAL_USER,1.0,90
1BTC00308a,NORMAL_USER,1.0,90
1BTC00309b,NORMAL_USER,1.0,90
1BTC00310b,NORMAL_USER,1.0,90
1BTC00311x,NORMAL_USER,1.0,90
1BTC00312x,NORMAL_USER,1.0,90
1BTC00313x,NORMAL_USER,1.0,90
1BTC00314b,NORMAL_USER,1.0,90
1BTC00315x,NORMAL_USER,1.0,90
1BTC00316a,NORMAL_USER,1.0,90
1BTC00317b,NORMAL_USER,1.0,90
1BTC00318x,NORMAL_USER,1.0,90
1BTC00319a,NORMAL_USER,1.0,90
1BTC00320x,NORMAL_USER,1.0,90
1BTC00321c,NORMAL_USER,1.0,90
1BTC00322x,NORMAL_USER,1.0,90
1BTC00323c,NORMAL_USER,1.0,90
1BTC00324x,NORMAL_USER,1.0,90
1BTC00325z,NORMAL_USER,1.0,90
1BTC00326z,NORMAL_USER,1.0,90
1BTC00327y,NORMAL_USER,1.0,90
1BTC00328z,NORMAL_USER,1.0,90
1BTC00329z,NORMAL_USER,1.0,90
1BTC00330x,NORMAL_USER,1.0,90
1BTC00331b,NORMAL_USER,1.0,90
1BTC00332b,NORMAL_USER,1.0,90
1BTC00333c,NORMAL_USER,1.0,90
1BTC00334b,NORMAL_USER,1.0,90
1BTC00335a,NORMAL_USER,1.0,90
1BTC00336y,NORMAL_USER,1.0,90
1BTC00337z,NORMAL_USER,1.0,90
1BTC00338y,NORMAL_USER,1.0,90
1BTC00339a,NORMAL_USER,1.0,90
1BTC00340z,NORMAL_USER,1.0,90
1BTC00341c,NORMAL_USER,1.0,90
1BTC00342a,NORMAL_USER,1.0,90
1BTC00343a,NORMAL_USER,1.0,90
1BTC00344y,NORMAL_USER,1.0,90
1BTC00345x,NORMAL_USER,1.0,90
1BTC00346y,NORMAL_USER,1.0,90
1BTC00347y,NORMAL_USER,1.0,90
1BTC00348b,NORMAL_USER,1.0,90
1BTC00349a,NORMAL_USER,1.0,90
1BTC00350y,NORMAL_USER,1.0,90
1BTC00351a,NORMAL_USER,1.0,90
1BTC00352b,NORMAL_USER,1.0,90
1BTC00353a,NORMAL_USER,1.0,90
1BTC00354y,NORMAL_USER,1.0,90
1BTC00355a,NORMAL_USER,1.0,90
1BTC00356z,NORMAL_USER,1.0,90
1BTC00357b,NORMAL_USER,1.0,90
1BTC00358x,NORMAL_USER,1.0,90
1BTC00359a,NORMAL_USER,1.0,90
1BTC00360y,NORMAL_USER,1.0,90
1BTC00361b,NORMAL_USER,1.0,90
1BTC00362y,NORMAL_USER,1.0,90
1BTC00363y,NORMAL_USER,1.0,90
1BTC00364a,NORMAL_USER,1.0,90
1BTC00365y,NORMAL_USER,1.0,90
1BTC00366a,NORMAL_USER,1.0,90
1BTC00367x,NORMAL_USER,1.0,90
1BTC00368z,NORMAL_USER,1.0,90
1BTC00369y,NORMAL_USER,1.0,90
1BTC00370y,NORMAL_USER,1.0,90
1BTC00371y,NORMAL_USER,1.0,90
1BTC00372c,NORMAL_USER,1.0,90
1BTC00373c,NORMAL_USER,1.0,90
1BTC00374b,NORMAL_USER,1.0,90
1BTC00375z,NORMAL_USER,1.0,90
1BTC00376z,NORMAL_USER,1.0,90
1BTC00377c,NORMAL_USER,1.0,90
1BTC00378b,NORMAL_USER,1.0,90
1BTC00379c,NORMAL_USER,1.0,90
1BTC00380x,NORMAL_USER,1.0,90
1BTC00381b,NORMAL_USER,1.0,90
1BTC00382z,NORMAL_USER,1.0,90
1BTC00383z,NORMAL_USER,1.0,90
1BTC00384c,NORMAL_USER,1.0,90
1BTC00385x,NORMAL_USER,1.0,90
1BTC00386c,NORMAL_USER,1.0,90
1BTC00387a,NORMAL_USER,1.0,90
1BTC00388a,NORMAL_USER,1.0,90
1BTC00389x,NORMAL_USER,1.0,90
1BTC00390y,NORMAL_USER,1.0,90
1BTC00391y,NORMAL_USER,1.0,90
1BTC00392a,NORMAL_USER,1.0,90
1BTC00393a,NORMAL_USER,1.0,90
1BTC00394y,NORMAL_USER,1.0,90
1BTC00395b,NORMAL_USER,1.0,90
1BTC00396y,NORMAL_USER,1.0,90
1BTC00397c,NORMAL_USER,1.0,90
1BTC00398b,NORMAL_USER,1.0,90
1BTC00399c,NORMAL_USER,1.0,90
1BTC00400a,NORMAL_USER,1.0,90
1BTC00401b,NORMAL_USER,1.0,90
1BTC00402c,NORMAL_USER,1.0,90
1BTC00403c,NORMAL_USER,1.0,90
1BTC00404b,NORMAL_USER,1.0,90
1BTC00405x,NORMAL_USER,1.0,90
1BTC00406y,NORMAL_USER,1.0,90
1BTC00407z,NORMAL_USER,1.0,90
1BTC00408c,NORMAL_USER,1.0,90
1BTC00409y,NORMAL_USER,1.0,90
1BTC00410z,NORMAL_USER,1.0,90
1BTC00411y,NORMAL_USER,1.0,90
1BTC00412a,NORMAL_USER,1.0,90
1BTC00413z,NORMAL_USER,1.0,90
1BTC00414y,NORMAL_USER,1.0,90
1BTC00415c,NORMAL_USER,1.0,90
1BTC00416z,NORMAL_USER,1.0,90
1BTC00417a,NORMAL_USER,1.0,90
1BTC00418b,NORMAL_USER,1.0,90
1BTC00419c,NORMAL_USER,1.0,90
1BTC00420a,NORMAL_USER,1.0,90
1BTC00421a,NORMAL_USER,1.0,90
1BTC00422z,NORMAL_USER,1.0,90
1BTC00423y,NORMAL_USER,1.0,90
1BTC00424b,NORMAL_USER,1.0,90
1BTC00425c,NORMAL_USER,1.0,90
1BTC00426c,NORMAL_USER,1.0,90
1BTC00427y,NORMAL_USER,1.0,90
1BTC00428b,NORMAL_USER,1.0,90
1BTC00429z,NORMAL_USER,1.0,90
1BTC00430c,NORMAL_USER,1.0,90
1BTC00431b,NORMAL_USER,1.0,90
1BTC00432z,NORMAL_USER,1.0,90
1BTC00433z,NORMAL_USER,1.0,90
1BTC00434c,NORMAL_USER,1.0,90
1BTC00435y,NORMAL_USER,1.0,90
1BTC00436x,NORMAL_USER,1.0,90
1BTC00437c,NORMAL_USER,1.0,90
1BTC00438a,NORMAL_USER,1.0,90
1BTC00439a,NORMAL_USER,1.0,90
1BTC00440z,NORMAL_USER,1.0,90
1BTC00441x,NORMAL_USER,1.0,90
1BTC00442c,NORMAL_USER,1.0,90
1BTC00443a,NORMAL_USER,1.0,90
1BTC00444a,NORMAL_USER,1.0,90
1BTC00445c,NORMAL_USER,1.0,90
1BTC00446b,NORMAL_USER,1.0,90
1BTC00447z,NORMAL_USER,1.0,90
1BTC00448c,NORMAL_USER,1.0,90
1BTC00449b,NORMAL_USER,1.0,90
1BTC00450z,NORMAL_USER,1.0,90
1BTC00451x,NORMAL_USER,1.0,90
1BTC00452y,NORMAL_USER,1.0,90
1BTC00453z,NORMAL_USER,1.0,90
1BTC00454x,NORMAL_USER,1.0,90
1BTC00455y,NORMAL_USER,1.0,90
1BTC00456a,NORMAL_USER,1.0,90
1BTC00457a,NORMAL_USER,1.0,90
1BTC00458a,NORMAL_USER,1.0,90
1BTC00459z,NORMAL_USER,1.0,90
1BTC00460b,NORMAL_USER,1.0,90
1BTC00461y,NORMAL_USER,1.0,90
1BTC00462a,NORMAL_USER,1.0,90
1BTC00463c,NORMAL_USER,1.0,90
1BTC00464y,NORMAL_USER,1.0,90
1BTC00465y,NORMAL_USER,1.0,90
1BTC00466b,NORMAL_USER,1.0,90
1BTC00467x,NORMAL_USER,1.0,90
1BTC00468b,NORMAL_USER,1.0,90
1BTC00469a,NORMAL_USER,1.0,90
1BTC00470c,NORMAL_USER,1.0,90
1BTC00471c,NORMAL_USER,1.0,90
1BTC00472a,NORMAL_USER,1.0,90
1BTC00473c,NORMAL_USER,1.0,90
1BTC00474b,NORMAL_USER,1.0,90
1BTC00475z,NORMAL_USER,1.0,90
1BTC00476b,NORMAL_USER,1.0,90
1BTC00477z,NORMAL_USER,1.0,90
1BTC00478a,NORMAL_USER,1.0,90
1BTC00479c,NORMAL_USER,1.0,90
1BTC00480y,NORMAL_USER,1.0,90
1BTC00481x,NORMAL_USER,1.0,90
1BTC00482y,NORMAL_USER,1.0,90
1BTC00483z,NORMAL_USER,1.0,90
1BTC00484b,NORMAL_USER,1.0,90
1BTC00485b,NORMAL_USER,1.0,90
1BTC00486b,NORMAL_USER,1.0,90
1BTC00487b,NORMAL_USER,1.0,90
1BTC00488x,NORMAL_USER,1.0,90
1BTC00489a,NORMAL_USER,1.0,90
1BTC00490b,NORMAL_USER,1.0,90
1BTC00491z,NORMAL_USER,1.0,90
1BTC00492c,NORMAL_USER,1.0,90
1BTC00493x,NORMAL_USER,1.0,90
1BTC00494z,NORMAL_USER,1.0,90
1BTC00495z,NORMAL_USER,1.0,90
1BTC00496b,NORMAL_USER,1.0,90
1BTC00497c,NORMAL_USER,1.0,90
1BTC00498b,NORMAL_USER,1.0,90
1BTC00499z,NORMAL_USER,1.0,90
1BTC00500a,NORMAL_USER,1.0,90
1BTC00501x,NORMAL_USER,1.0,90
1BTC00502a,NORMAL_USER,1.0,90
1BTC00503x,NORMAL_USER,1.0,90
1BTC00504b,NORMAL_USER,1.0,90
1BTC00505b,NORMAL_USER,1.0,90
1BTC00506x,NORMAL_USER,1.0,90
1BTC00507c,NORMAL_USER,1.0,90
1BTC00508c,NORMAL_USER,1.0,90
1BTC00509b,NORMAL_USER,1.0,90
1BTC00510b,NORMAL_USER,1.0,90
1BTC00511a,NORMAL_USER,1.0,90
1BTC00512z,NORMAL_USER,1.0,90
1BTC00513b,NORMAL_USER,1.0,90
1BTC00514x,NORMAL_USER,1.0,90
1BTC00515c,NORMAL_USER,1.0,90
1BTC00516c,NORMAL_USER,1.0,90
1BTC00517a,NORMAL_USER,1.0,90
1BTC00518c,NORMAL_USER,1.0,90
1BTC00519c,NORMAL_USER,1.0,90
1BTC00520z,NORMAL_USER,1.0,90
1BTC00521y,NORMAL_USER,1.0,90
1BTC00522x,NORMAL_USER,1.0,90
1BTC00523z,NORMAL_USER,1.0,90
1BTC00524y,NORMAL_USER,1.0,90
1BTC00525c,NORMAL_USER,1.0,90
1BTC00526a,NORMAL_USER,1.0,90
1BTC00527a,NORMAL_USER,1.0,90
1BTC00528c,NORMAL_USER,1.0,90
1BTC00529b,NORMAL_USER,1.0,90
1BTC00530y,NORMAL_USER,1.0,90
1BTC00531c,NORMAL_USER,1.0,90
1BTC00532a,NORMAL_USER,1.0,90
1BTC00533a,NORMAL_USER,1.0,90
1BTC00534y,NORMAL_USER,1.0,90
1BTC00535x,NORMAL_USER,1.0,90
1BTC00536c,NORMAL_USER,1.0,90
1BTC00537z,NORMAL_USER,1.0,90
1BTC00538c,NORMAL_USER,1.0,90
1BTC00539x,NORMAL_USER,1.0,90
1BTC00540y,NORMAL_USER,1.0,90
1BTC00541y,NORMAL_USER,1.0,90
1BTC00542a,NORMAL_USER,1.0,90
1BTC00543x,NORMAL_USER,1.0,90
1BTC00544y,NORMAL_USER,1.0,90
1BTC00545b,NORMAL_USER,1.0,90
1BTC00546c,NORMAL_USER,1.0,90
1BTC00547a,NORMAL_USER,1.0,90
1BTC00548z,NORMAL_USER,1.0,90
1BTC00549x,NORMAL_USER,1.0,90
1BTC00550a,NORMAL_USER,1.0,90
1BTC00551y,NORMAL_USER,1.0,90
1BTC00552y,NORMAL_USER,1.0,90
1BTC00553z,NORMAL_USER,1.0,90
1BTC00554z,NORMAL_USER,1.0,90
1BTC00555z,NORMAL_USER,1.0,90
1BTC00556z,NORMAL_USER,1.0,90
1BTC00557z,NORMAL_USER,1.0,90
1BTC00558b,NORMAL_USER,1.0,90
1BTC00559c,NORMAL_USER,1.0,90
1BTC00560x,NORMAL_USER,1.0,90
1BTC00561a,NORMAL_USER,1.0,90
1BTC00562z,NORMAL_USER,1.0,90
1BTC00563c,NORMAL_USER,1.0,90
1BTC00564y,NORMAL_USER,1.0,90
1BTC00565c,NORMAL_USER,1.0,90
1BTC00566z,NORMAL_USER,1.0,90
1BTC00567a,NORMAL_USER,1.0,90
1BTC00568z,NORMAL_USER,1.0,90
1BTC00569c,NORMAL_USER,1.0,90
1BTC00570y,NORMAL_USER,1.0,90
1BTC00571c,NORMAL_USER,1.0,90
1BTC00572z,NORMAL_USER,1.0,90
1BTC00573x,NORMAL_USER,1.0,90
1BTC00574c,NORMAL_USER,1.0,90
1BTC00575x,NORMAL_USER,1.0,90
1BTC00576z,NORMAL_USER,1.0,90
1BTC00577c,NORMAL_USER,1.0,90
1BTC00578y,NORMAL_USER,1.0,90
1BTC00579b,NORMAL_USER,1.0,90
1BTC00580b,NORMAL_USER,1.0,90
1BTC00581x,NORMAL_USER,1.0,90
1BTC00582z,NORMAL_USER,1.0,90
1BTC00583x,NORMAL_USER,1.0,90
1BTC00584z,NORMAL_USER,1.0,90
1BTC00585z,NORMAL_USER,1.0,90
1BTC00586b,NORMAL_USER,1.0,90
1BTC00587y,NORMAL_USER,1.0,90
1BTC00588y,NORMAL_USER,1.0,90
1BTC00589c,NORMAL_USER,1.0,90
1BTC00590x,NORMAL_USER,1.0,90
1BTC00591y,NORMAL_USER,1.0,90
1BTC00592a,NORMAL_USER,1.0,90
1BTC00593c,NORMAL_USER,1.0,90
1BTC00594c,NORMAL_USER,1.0,90
1BTC00595b,NORMAL_USER,1.0,90
1BTC00596x,NORMAL_USER,1.0,90
1BTC00597y,NORMAL_USER,1.0,90
1BTC00598y,NORMAL_USER,1.0,90
1BTC00599z,NORMAL_USER,1.0,90
1BTC00600c,NORMAL_USER,1.0,90
1BTC00601x,NORMAL_USER,1.0,90
1BTC00602x,NORMAL_USER,1.0,90
1BTC00603x,NORMAL_USER,1.0,90
1BTC00604z,NORMAL_USER,1.0,90
1BTC00605b,NORMAL_USER,1.0,90
1BTC00606y,NORMAL_USER,1.0,90
