txid,timestamp,datetime,src_ip,dst_ip,primary_wallet,src_country,src_asn,label,entity_type,input_count,output_count,total_input_amount,total_output_amount,transaction_value,fee,fee_ratio,input_output_ratio,amount_in_out_ratio,fan_out_ratio,output_amount_variance,output_entropy,input_entropy,is_high_fanout,is_high_fanin,wallet_prior_tx_count,wallet_prior_sent_count,wallet_prior_recv_count,wallet_unique_ips_count,wallet_unique_asns_count,wallet_avg_sent_amount,wallet_std_sent_amount,wallet_avg_recv_amount,wallet_in_out_tx_ratio,ip_prior_tx_count,ip_associated_wallets_count,ip_unique_ports_used,is_standard_btc_port,is_ephemeral_src_port,shared_infrastructure_indicator,time_since_prev_wallet_tx,time_since_prev_ip_tx,burst_score,wallet_txs_last_1h,wallet_txs_last_6h,wallet_txs_last_24h,wallet_txs_last_7d,ip_txs_last_1h,ip_txs_last_24h,wallet_tx_velocity_per_hour,graph_degree,graph_in_degree,graph_out_degree,graph_pagerank,graph_2hop_neighbors,graph_3hop_neighbors
TX_000016_5304,2026-01-01 00:57:13,2026-01-01 00:57:13,198.51.100.98,91.200.12.77,1BTC01062a,Private Network,AS0,0,NORMAL_USER,1.0,2.0,0.701612,0.7002390000000001,0.701612,0.001373,0.0019569220594858696,0.5,1.001960759112246,1.9999800001999979,0.002615350740250001,0.9845546866196702,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.439634,0.0,2.062387,1.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.028511742399229018,127.0,220.0
TX_000017_4939,2026-01-01 01:12:02,2026-01-01 01:12:02,104.244.72.25,103.21.244.224,1BTC00905x,United States,AS16509,0,NORMAL_USER,2.0,1.0,0.035441,0.035374,0.035441,6.7e-05,0.0018904658446432098,2.0,1.0018940464748118,0.49999750001249993,0.0,0.0,0.9964906191687615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,0.08858973209788432,186.0,381.0
TX_000018_2098,2026-01-01 01:25:37,2026-01-01 01:25:37,178.62.204.249,103.21.244.173,1BTC00164c,United Kingdom,AS2856,0,NORMAL_USER,1.0,2.0,0.169766,0.169699,0.169766,6.7e-05,0.00039466088616095095,0.5,1.0003948167048717,1.9999800001999979,1.945251025000004e-05,0.9980500774473469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.05515751915165953,155.0,1160.0
TX_000019_9309,2026-01-01 01:31:24,2026-01-01 01:31:24,185.220.101.160,119.81.130.215,1BTC00142a,Netherlands,AS13335,0,MERCHANT,1.0,1.0,0.222575,0.222295,0.222575,0.00028,0.0012580029203639223,1.0,1.0012595874850987,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.04294000973943794,274.0,411.0
TX_000020_5519,2026-01-01 01:31:36,2026-01-01 01:31:36,198.51.100.36,103.21.244.27,1BTC00331b,Private Network,AS0,0,HIGH_VOLUME_SERVICE,5.0,4.0,5.263384,5.262087,5.263384,0.001297,0.0002464194138219822,1.25,1.0002464801513165,0.7999984000032001,0.0021736493731875006,1.9990993066682659,2.31966782392752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.3,86400.0,5452.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,7.0,6.0,0.06966381150623381,260.0,576.0
TX_000021_1679,2026-01-01 01:36:27,2026-01-01 01:36:27,51.15.89.62,198.51.100.99,1BTC01078y,Germany,AS24940,0,MINER,1.0,5.0,3.413745,3.412243,3.413745,0.001502,0.00043998599778249405,0.2,1.0004401796706741,4.999950000499995,0.00694550334984,2.3110060369450642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,0.039269005719120086,161.0,353.0
TX_000022_5700,2026-01-01 01:41:11,2026-01-01 01:41:11,119.81.130.31,51.15.89.113,1BTC00062y,Singapore,AS4657,0,MINER,1.0,1.0,8.777219,8.775463,8.777219,0.001756,0.00020006336859089421,1.0,1.0002001034019516,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0502514584838872,154.0,396.0
TX_000023_6696,2026-01-01 01:41:41,2026-01-01 01:41:41,178.62.204.13,194.87.144.214,1BTC00884c,United Kingdom,AS2856,0,HIGH_VOLUME_SERVICE,4.0,4.0,0.970575,0.970118,0.970575,0.000457,0.00047085490559719753,1.0,1.000471076714379,0.9999975000062501,0.0006061978722499997,1.9925481145201798,1.9995954215918121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.3,86400.0,5208.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,6.0,6.0,0.06430731897790001,435.0,521.0
TX_000024_0562,2026-01-01 01:42:00,2026-01-01 01:42:00,103.21.244.205,194.87.144.193,1BTC00088z,India,AS55836,0,EXCHANGE,3.0,14.0,5.311764,5.306132,5.311764,0.005632,0.0010602880700272075,0.21428571428571427,1.0010614134740712,4.666651111162962,0.000828817563387755,3.803190835105224,1.5845720291726513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,86400.0,2951.0,0.0006944444443640689,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,5.0,16.0,0.04109241992243366,387.0,630.0
TX_000025_4705,2026-01-01 01:55:48,2026-01-01 01:55:48,194.87.144.88,185.220.101.77,1BTC00635b,Russia,AS12389,0,MINER,1.0,4.0,7.422197,7.414921,7.422197,0.007276,0.0009803027324658724,0.25,1.000981264668902,3.9999600003999958,0.03474359526968747,1.992673941798547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,0.027699635326720942,127.0,361.0
TX_000026_9006,2026-01-01 01:56:59,2026-01-01 01:56:59,198.51.100.11,103.21.244.205,1BTC00173z,Private Network,AS0,0,NORMAL_USER,1.0,2.0,0.762112,0.761784,0.762112,0.000328,0.00043038293584145114,0.5,1.000430568245067,1.9999800001999979,0.002668755599999998,0.9866896657053309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0337050264885313,189.0,494.0
TX_000027_2081,2026-01-01 01:57:19,2026-01-01 01:57:19,104.244.72.45,91.200.12.58,1BTC00562z,United States,AS16509,0,HIGH_VOLUME_SERVICE,3.0,2.0,0.223122,0.222826,0.223122,0.000296,0.0013266284812793,1.5,1.0013283907622987,0.6666644444518518,7.573504000000024e-06,0.9995598366921705,1.5840150412489962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,0.046410232575474435,228.0,167.0
TX_000028_8342,2026-01-01 01:58:55,2026-01-01 01:58:55,198.51.100.226,119.81.130.223,1BTC00296b,Private Network,AS0,0,MINER,1.0,1.0,10.733607,10.713317,10.733607,0.02029,0.0018903244734039546,1.0,1.0018939045675583,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,86400.0,5541.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,3.0,0.04166847564969886,95.0,938.0
TX_000029_4113,2026-01-01 02:13:26,2026-01-01 02:13:26,185.220.101.81,119.81.130.240,1BTC00604z,Netherlands,AS13335,0,MERCHANT,4.0,1.0,0.85543,0.854675,0.85543,0.000755,0.0008825970564511416,4.0,1.000883376722146,0.24999937500156252,0.0,0.0,1.9986345592329786,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.343034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,0.04877281344331601,161.0,321.0
TX_000030_0749,2026-01-01 02:18:42,2026-01-01 02:18:42,194.87.144.10,103.21.244.27,1BTC00809a,Russia,AS12389,0,MERCHANT,2.0,3.0,2.5164600000000004,2.513504,2.5164600000000004,0.002956,0.0011746659990621744,0.6666666666666666,1.0011760474620293,1.4999925000374998,0.005284827533555553,1.5796305678713782,0.9986534990581757,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.603385,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.4,86400.0,5329.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,4.0,5.0,0.04813956365879935,153.0,1519.0
TX_000031_8423,2026-01-01 02:19:42,2026-01-01 02:19:42,119.81.130.182,194.87.144.88,1BTC00980b,Singapore,AS4657,0,MINER,1.0,4.0,7.710742,7.698012,7.710742,0.01273,0.001650943579748875,0.25,1.0016536737017296,3.9999600003999958,0.0698512062745,1.986358096513845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,86400.0,6956.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,6.0,0.039996586024805755,342.0,460.0
TX_000032_3805,2026-01-01 02:20:40,2026-01-01 02:20:40,51.15.89.196,178.62.204.249,1BTC01194y,Germany,AS24940,0,EXCHANGE,15.0,15.0,140.450574,140.18017,140.450574,0.270404,0.0019252609106460469,1.0,1.0019289746902147,0.9999993333337778,1.1979317647831553,3.896566092465823,3.904088141671712,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,17.0,0.09657750442402802,535.0,697.0
TX_000033_3519,2026-01-01 02:20:47,2026-01-01 02:20:47,103.21.244.207,51.15.89.113,1BTC01160a,India,AS55836,0,HIGH_VOLUME_SERVICE,6.0,3.0,6.513265,6.507087,6.513265,0.006178,0.0009485258161613262,2.0,1.0009494263715852,0.4999991666680556,0.04986762745866669,1.5774828510629073,2.582036441007971,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,5.0,0.04656784472912479,183.0,778.0
TX_000034_0582,2026-01-01 02:33:34,2026-01-01 02:33:34,119.81.130.202,45.33.32.163,1BTC00813y,Singapore,AS4657,0,NORMAL_USER,2.0,1.0,1.536618,1.535064,1.536618,0.001554,0.0010113118549958415,2.0,1.001012335642032,0.49999750001249993,0.0,0.0,0.998467484799475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,0.03318153026364361,293.0,737.0
TX_000035_1644,2026-01-01 02:36:50,2026-01-01 02:36:50,119.81.130.182,178.62.204.168,1BTC00373c,Singapore,AS4657,0,MINER,1.0,1.0,6.421805,6.420257,6.421805,0.001548,0.000241053722434736,1.0,1.000241111843342,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.2,86400.0,1028.0,0.0006944444443640689,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,3.0,3.0,0.04488099505127294,83.0,1436.0
TX_000036_9740,2026-01-01 02:49:49,2026-01-01 02:49:49,51.15.89.62,194.87.144.118,1BTC00632x,Germany,AS24940,0,MINER,1.0,1.0,6.206846,6.198517,6.206846,0.008329,0.0013419053735182088,1.0,1.001343708503179,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,86400.0,4402.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,3.0,0.048085000438771355,102.0,1262.0
TX_000037_7714,2026-01-01 02:51:13,2026-01-01 02:51:13,51.15.89.62,185.220.101.79,1BTC00741x,Germany,AS24940,0,MINER,1.0,2.0,6.596561,6.595279,6.596561,0.001282,0.0001943436890828418,0.5,1.000194381465894,1.9999800001999979,0.005041213002250022,0.9996655687915407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.2,86400.0,84.0,0.0006944444443640689,0.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,3.0,4.0,0.04358628696287128,244.0,914.0
TX_000038_8456,2026-01-01 02:57:52,2026-01-01 02:57:52,194.87.144.119,194.87.144.60,1BTC00316a,Russia,AS12389,0,MERCHANT,4.0,1.0,0.249547,0.249098,0.249547,0.000449,0.0017992602595903778,4.0,1.0018025034323839,0.24999937500156252,0.0,0.0,1.9983498146377752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,0.046647881550941316,264.0,527.0
TX_000039_4405,2026-01-01 03:04:58,2026-01-01 03:04:58,178.62.204.178,194.87.144.119,1BTC01119a,United Kingdom,AS2856,0,NORMAL_USER,1.0,2.0,0.080429,0.080379,0.080429,5e-05,0.0006216663143890885,0.5,1.0006220530237997,1.9999800001999979,2.793651025000002e-05,0.9874873200148576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.03707641241822202,137.0,296.0
TX_000040_3621,2026-01-01 03:06:55,2026-01-01 03:06:55,198.51.100.226,45.33.32.129,1BTC00671x,Private Network,AS0,0,MINER,1.0,5.0,5.334397,5.331475,5.334397,0.002922,0.0005477657549672437,0.2,1.0005480659667352,4.999950000499995,0.011619030598400002,2.314547137286882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.2,86400.0,4080.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,3.0,7.0,0.03562969132008904,312.0,1124.0
TX_000041_6331,2026-01-01 03:18:58,2026-01-01 03:18:58,185.220.101.79,178.62.204.212,1BTC00332b,Netherlands,AS13335,0,MINER,1.0,2.0,11.123619,11.113558999999999,11.123619,0.01006,0.0009043819282195839,0.5,1.0009052005752614,1.9999800001999979,0.6625626264202498,0.9844657972725506,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.919977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10512.0,86400.0,0.005707762551647867,0.0,1.0,1.0,1.0,0.0,0.0,0.041666666666666664,7.0,3.0,4.0,0.029008248991932686,138.0,407.0
TX_000042_4242,2026-01-01 03:33:42,2026-01-01 03:33:42,91.200.12.58,51.15.89.113,1BTC01038c,Seychelles,AS36997,0,NORMAL_USER,1.0,1.0,0.677239,0.676816,0.677239,0.000423,0.0006245948623750256,1.0,1.0006249852249356,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.014321,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,10607.0,10607.0,0.005656641834961213,0.0,1.0,1.0,1.0,0.0,1.0,0.041666666666666664,6.0,3.0,3.0,0.029611451158888864,111.0,348.0
